Year,Make,Model,average buyer rating,# of buyers,average seller rating,# of sellers,,,adjusted buyer ranking,adjusted sellers ranking,,buyer rating reliability,seller rating reliability,,final ranking
2018,GMC,Sierra 2500 Denali,4.9,74,4.64,850,,,4.84,4.64,,93.82,100.0,,4.74
2020,Subaru,WRX STI Base,4.3,14,4.82,3755,,,3.32,4.82,,1.66,100.0,,4.8
2020,Subaru,Legacy Touring XT,4.9,34,3.9,42,,,4.04,3.88,,14.02,97.8,,3.9
2019,Genesis,G90 3.3T Premium,4.9,13,4.2,1431,,,3.91,4.2,,1.49,100.0,,4.2
2015,BMW,X3 xDrive28i,4.6,47,4.1,39,,,4.02,4.06,,41.58,95.79,,4.05
2020,Mazda,CX-30 Select,4.9,88,4.56,450,,,4.89,4.56,,98.67,100.0,,4.72
2020,Dodge,Challenger R/T,4.9,144,4.6,3290,,,4.9,4.6,,100.0,100.0,,4.75
2011,Land,Rover Range Rover HSE,4.6,26,4.1,300,,,3.66,4.1,,6.18,100.0,,4.07
2011,BMW,550 i xDrive,4.5,48,4.7,197,,,3.94,4.7,,44.36,100.0,,4.47
2013,Audi,A7 3.0T Prestige quattro,4.9,18,4.7,2321,,,3.93,4.7,,2.59,100.0,,4.68
2018,Porsche,718 Cayman S,4.9,14,3.6,101,,,3.92,3.6,,1.66,100.0,,3.61
2019,Honda,Accord LX,4.7,223,4.7,2285,,,4.7,4.7,,100.0,100.0,,4.7
2009,Mercedes-Benz,SL-Class SL550 Roadster,4.6,22,4.5,77,,,3.64,4.5,,4.02,100.0,,4.47
2017,Subaru,Forester 2.5i Limited,4.7,318,4.6,713,,,4.7,4.6,,100.0,100.0,,4.65
2017,Lincoln,MKC Select,4.8,270,4.54,1501,,,4.8,4.54,,100.0,100.0,,4.67
2019,Toyota,C-HR LE,4.8,182,4.4,916,,,4.8,4.4,,100.0,100.0,,4.6
2022,Volkswagen,Atlas Cross Sport 2.0T SE w/Technology,4.1,3,4.4,117,,,3.1,4.4,,0.48,100.0,,4.39
2020,Nissan,Altima 2.5 S,4.7,91,4.9,237,,,4.69,4.9,,99.05,100.0,,4.8
2018,Chevrolet,Tahoe LS,4.7,90,4.6,1489,,,4.69,4.6,,98.94,100.0,,4.64
2020,GMC,Yukon Denali,4.9,16,4.5,865,,,3.92,4.5,,2.08,100.0,,4.49
2011,Nissan,Rogue S,4.4,109,3.5,37,,,4.4,3.44,,99.88,93.57,,3.93
2018,Hyundai,Elantra Value Edition,4.8,504,4.8,2010,,,4.8,4.8,,100.0,100.0,,4.8
2018,Toyota,Tundra SR5,4.8,396,4.58,1167,,,4.8,4.58,,100.0,100.0,,4.69
2017,Mercedes-Benz,E-Class E 300 Luxury,4.8,158,4.06,108,,,4.8,4.06,,100.0,100.0,,4.43
2019,Chevrolet,Equinox Premier,4.5,415,4.8,705,,,4.5,4.8,,100.0,100.0,,4.65
2011,Chevrolet,Cruze LTZ,3.9,225,1.0,1,,,3.9,0.0,,100.0,0.47,,3.88
2021,Toyota,4Runner SR5 4WD,4.9,42,4.5,68,,,4.19,4.5,,28.77,99.99,,4.43
2014,Mercedes-Benz,C-Class C 350 Sport,4.7,98,2.1,12,,,4.7,1.15,,99.57,5.21,,4.52
2012,Ford,Escape Limited,4.4,360,3.85,11,,,4.4,2.89,,100.0,4.21,,4.34
2020,Porsche,Taycan Turbo S,3.9,2,5.0,60,,,2.9,5.0,,0.43,99.96,,4.99
2021,Chevrolet,Silverado 1500 WT,4.5,150,4.86,3180,,,4.5,4.86,,100.0,100.0,,4.68
2019,Lincoln,Navigator L Reserve,4.5,6,4.9,425,,,3.51,4.9,,0.68,100.0,,4.89
2017,Land,Rover Range Rover 3.0L Supercharged HSE,4.6,40,4.53,2111,,,3.84,4.53,,24.36,100.0,,4.4
2016,Ford,Edge Sport,4.6,145,4.5,955,,,4.6,4.5,,100.0,100.0,,4.55
2021,INFINITI,Q50 3.0t LUXE,4.9,8,4.7,2704,,,3.91,4.7,,0.85,100.0,,4.69
2020,Dodge,Challenger SRT Hellcat,4.9,72,3.7,33,,,4.82,3.56,,92.37,85.63,,4.21
2009,Lexus,ES 350,4.8,38,4.3,104,,,4.0,4.3,,20.42,100.0,,4.25
2022,Hyundai,Sonata N Line Night Edition,4.8,2,5.0,1,,,3.8,4.0,,0.43,0.47,,3.91
2020,Chevrolet,Blazer 1LT,4.7,67,4.4,34,,,4.57,4.28,,87.29,88.17,,4.43
2020,Nissan,Altima 2.5 Platinum,4.7,91,4.4,655,,,4.69,4.4,,99.05,100.0,,4.54
2016,GMC,Yukon SLT,4.3,59,4.4,554,,,4.03,4.4,,73.5,100.0,,4.25
2014,Jeep,Grand Cherokee Overland,4.5,866,4.69,1093,,,4.5,4.69,,100.0,100.0,,4.6
2018,Audi,A4 2.0T Premium Plus,4.8,81,4.6,39,,,4.77,4.56,,97.11,95.79,,4.67
2013,Jeep,Wrangler Unlimited Sahara,4.6,85,4.9,3614,,,4.58,4.9,,98.14,100.0,,4.74
2020,Porsche,Cayenne AWD,4.3,10,3.6,101,,,3.31,3.6,,1.06,100.0,,3.6
2021,Genesis,G70 2.0T,4.9,7,4.9,1370,,,3.91,4.9,,0.76,100.0,,4.89
2017,Porsche,Cayenne S,4.7,34,2.7,12,,,3.84,1.75,,14.02,5.21,,3.27
2019,Mercedes-Benz,GLA 250 4MATIC,4.6,33,4.6,262,,,3.73,4.6,,12.71,100.0,,4.5
2019,Land,Rover Range Rover HSE,4.5,16,4.6,499,,,3.52,4.6,,2.08,100.0,,4.58
2019,Hyundai,Kona EV Ultimate,4.8,13,4.8,1105,,,3.81,4.8,,1.49,100.0,,4.79
2019,Lexus,GX 460 GX 460 Premium,4.7,24,4.8,896,,,3.75,4.8,,4.99,100.0,,4.75
2018,Ford,Expedition Platinum,4.7,130,4.37,3321,,,4.7,4.37,,99.99,100.0,,4.53
2021,Nissan,Kicks S,4.9,5,4.8,2369,,,3.91,4.8,,0.61,100.0,,4.79
2014,Acura,MDX 3.5L Technology Package,4.6,113,4.4,81,,,4.6,4.4,,99.92,100.0,,4.5
2016,Ford,Escape Titanium,4.7,261,4.8,159,,,4.7,4.8,,100.0,100.0,,4.75
2021,Toyota,Tacoma TRD Off Road,4.8,85,4.8,6292,,,4.78,4.8,,98.14,100.0,,4.79
2019,Lexus,NX 300 F-SPORT,4.7,75,3.6,21,,,4.64,2.89,,94.44,29.06,,4.23
2020,Nissan,Maxima 3.5 SV,5.0,34,4.56,3686,,,4.14,4.56,,14.02,100.0,,4.51
2019,Chevrolet,Traverse LS,4.7,609,4.7,1688,,,4.7,4.7,,100.0,100.0,,4.7
2020,Toyota,Camry Hybrid SE,4.6,16,2.3,16,,,3.62,1.42,,2.08,11.83,,1.75
2018,Mercedes-Benz,GLC 300 Base,4.7,126,4.5,1320,,,4.7,4.5,,99.98,100.0,,4.6
2015,BMW,X5 xDrive35i,4.7,194,4.61,4610,,,4.7,4.61,,100.0,100.0,,4.65
2020,Volvo,XC90 T6 Inscription 7 Passenger,4.7,35,3.3,7,,,3.85,2.32,,15.45,1.77,,3.7
2007,Honda,Fit Sport,4.6,84,4.5,155,,,4.58,4.5,,97.92,100.0,,4.54
2018,Nissan,Altima 2.5 S,4.8,216,4.8,1642,,,4.8,4.8,,100.0,100.0,,4.8
2019,Kia,Sorento SX,4.7,256,4.6,385,,,4.7,4.6,,100.0,100.0,,4.65
2016,Honda,HR-V EX,4.5,155,5.0,3,,,4.5,4.01,,100.0,0.73,,4.5
2021,Honda,Accord Sport 1.5T,5.0,144,4.68,6197,,,5.0,4.68,,100.0,100.0,,4.84
2019,Toyota,Sequoia Platinum,4.7,16,4.4,348,,,3.72,4.4,,2.08,100.0,,4.39
2014,BMW,X5 xDrive50i,4.7,62,4.8,145,,,4.5,4.8,,79.58,100.0,,4.67
2021,Ford,Expedition Limited,5.0,2,4.9,446,,,4.0,4.9,,0.43,100.0,,4.9
2015,Mercedes-Benz,CLA-Class CLA 250,4.6,24,4.6,357,,,3.65,4.6,,4.99,100.0,,4.55
2020,Nissan,Pathfinder SV,4.9,68,4.89,1182,,,4.78,4.89,,88.49,100.0,,4.84
2018,Nissan,Maxima 3.5 SL,4.9,68,4.4,30,,,4.78,4.15,,88.49,75.32,,4.49
2019,Dodge,Durango SXT,4.7,61,4.0,2,,,4.48,3.01,,77.67,0.59,,4.47
2020,Kia,Soul GT-Line 2.0L,4.7,207,4.2,234,,,4.7,4.2,,100.0,100.0,,4.45
2016,Mazda,CX-5 Sport,4.7,308,4.6,426,,,4.7,4.6,,100.0,100.0,,4.65
2019,Mercedes-Benz,AMG S 63 4MATIC,5.0,2,4.8,320,,,4.0,4.8,,0.43,100.0,,4.8
2019,Toyota,Highlander Hybrid LE,4.8,28,4.5,2464,,,3.88,4.5,,7.63,100.0,,4.46
2014,Lexus,GX 460 Base,4.6,37,4.4,117,,,3.79,4.4,,18.64,100.0,,4.3
2015,Dodge,Durango SXT,4.7,102,4.6,186,,,4.7,4.6,,99.72,100.0,,4.65
2018,Lincoln,Navigator Reserve,4.6,25,4.7,505,,,3.66,4.7,,5.56,100.0,,4.65
2010,Acura,MDX 3.7L Advance,4.7,53,4.6,868,,,4.28,4.6,,58.42,100.0,,4.48
2012,Toyota,Tacoma Base,4.5,89,3.8,13,,,4.49,2.86,,98.81,6.43,,4.39
2016,Ford,Fiesta SE,4.5,86,4.5,715,,,4.48,4.5,,98.34,100.0,,4.49
2020,Toyota,RAV4 Hybrid Hybrid Limited,4.7,97,4.6,1177,,,4.7,4.6,,99.52,100.0,,4.65
2021,Dodge,Challenger GT,4.9,48,4.55,3394,,,4.34,4.55,,44.36,100.0,,4.49
2015,Volkswagen,Beetle Auto 1.8T,4.7,51,4.1,16,,,4.23,3.22,,52.83,11.83,,4.04
2013,Ford,F-150 XLT,4.6,428,4.9,33,,,4.6,4.76,,100.0,85.63,,4.67
2020,Chevrolet,Tahoe Premier,4.4,26,4.7,227,,,3.46,4.7,,6.18,100.0,,4.63
2015,Honda,Civic EX,4.7,307,4.7,965,,,4.7,4.7,,100.0,100.0,,4.7
2020,Chevrolet,Silverado 1500 LTZ,4.6,137,3.8,53,,,4.6,3.8,,99.99,99.81,,4.2
2022,Chevrolet,Tahoe Z71,5.0,6,4.66,4276,,,4.01,4.66,,0.68,100.0,,4.66
2020,Lexus,RX 350 350,4.8,76,4.8,1706,,,4.75,4.8,,95.01,100.0,,4.78
2019,Toyota,Prius Limited,4.8,44,4.5,2464,,,4.14,4.5,,33.63,100.0,,4.41
2016,Porsche,Panamera 4,4.8,19,4.4,1948,,,3.83,4.4,,2.89,100.0,,4.38
2018,Honda,Accord Touring,4.8,652,4.4,117,,,4.8,4.4,,100.0,100.0,,4.6
2018,Lexus,RX 350L Premium,4.6,31,4.0,339,,,3.7,4.0,,10.4,100.0,,3.97
2015,Cadillac,Escalade Premium,4.6,54,4.9,121,,,4.21,4.9,,61.14,100.0,,4.64
2019,Hyundai,Kona Limited,4.8,142,4.3,3,,,4.8,3.31,,100.0,0.73,,4.79
2018,Honda,HR-V EX,4.7,205,4.9,3014,,,4.7,4.9,,100.0,100.0,,4.8
2020,Lexus,RX 350L Base,5.0,5,4.6,750,,,4.01,4.6,,0.61,100.0,,4.6
2016,Buick,Enclave Premium,4.5,67,4.7,2710,,,4.37,4.7,,87.29,100.0,,4.55
2014,Jeep,Cherokee Latitude,4.2,315,4.6,431,,,4.2,4.6,,100.0,100.0,,4.4
2019,Hyundai,Tucson SE,4.7,424,4.8,1989,,,4.7,4.8,,100.0,100.0,,4.75
2019,BMW,X2 xDrive28i,4.6,14,4.58,1945,,,3.62,4.58,,1.66,100.0,,4.56
2022,Nissan,Pathfinder SL,5.0,2,4.5,195,,,4.0,4.5,,0.43,100.0,,4.5
2017,Buick,Encore Essence,4.7,209,4.5,112,,,4.7,4.5,,100.0,100.0,,4.6
2010,Scion,tC Base,4.4,19,4.3,10,,,3.43,3.33,,2.89,3.4,,3.38
2016,INFINITI,Q50 3.0T Red Sport 400,4.8,44,4.6,882,,,4.14,4.6,,33.63,100.0,,4.48
2022,Subaru,BRZ Limited,4.7,1,4.8,661,,,3.7,4.8,,0.39,100.0,,4.8
2017,Mercedes-Benz,E-Class E 400,4.8,79,4.1,8,,,4.76,3.12,,96.4,2.2,,4.73
2017,GMC,Acadia SLT-1,4.6,207,4.5,319,,,4.6,4.5,,100.0,100.0,,4.55
2021,Toyota,Tacoma SR,4.8,255,4.54,5702,,,4.8,4.54,,100.0,100.0,,4.67
2019,RAM,1500 Classic SLT,4.7,143,4.7,41,,,4.7,4.67,,100.0,97.26,,4.69
2019,Nissan,Versa 1.6 SV,4.4,48,4.3,47,,,3.84,4.29,,44.36,99.27,,4.15
2016,Chevrolet,Equinox LTZ,4.7,196,4.7,1856,,,4.7,4.7,,100.0,100.0,,4.7
2016,Honda,HR-V EX-L w/Navigation,4.5,155,4.8,1857,,,4.5,4.8,,100.0,100.0,,4.65
2021,Chevrolet,Traverse LT Cloth,4.9,74,5.0,4,,,4.84,4.01,,93.82,0.91,,4.83
2014,Mercedes-Benz,S-Class S 550,4.7,27,4.7,3485,,,3.77,4.7,,6.87,100.0,,4.64
2019,Nissan,Titan SV,4.7,42,4.7,537,,,3.99,4.7,,28.77,100.0,,4.54
2015,Jeep,Grand Cherokee Laredo,4.8,296,2.9,22,,,4.8,2.24,,100.0,33.86,,4.15
2021,Chevrolet,Silverado 1500 Custom,4.5,75,4.5,417,,,4.44,4.5,,94.44,100.0,,4.47
2021,Toyota,Tundra Limited,4.9,64,4.5,915,,,4.73,4.5,,83.01,100.0,,4.6
2020,Toyota,Sienna XLE,4.7,72,3.89,310,,,4.62,3.89,,92.37,100.0,,4.24
2015,Buick,Enclave Premium,4.6,72,4.6,2759,,,4.52,4.6,,92.37,100.0,,4.56
2019,Audi,A6 55 Premium,4.6,23,4.5,562,,,3.64,4.5,,4.48,100.0,,4.46
2020,Volvo,V60 Cross Country T5,4.7,30,4.82,4336,,,3.79,4.82,,9.39,100.0,,4.73
2020,Honda,Odyssey EX-L,4.7,53,5.0,60,,,4.28,5.0,,58.42,99.96,,4.74
2016,Nissan,Sentra S,4.4,131,4.7,1382,,,4.4,4.7,,99.99,100.0,,4.55
2019,Audi,A4 2.0T Titanium Premium,4.8,21,3.7,31,,,3.84,3.49,,3.6,79.23,,3.51
2017,Mercedes-Benz,E-Class E 300 4MATIC Sport,4.8,79,4.4,554,,,4.76,4.4,,96.4,100.0,,4.58
2017,Hyundai,Santa Fe Sport 2.4L,4.8,1071,4.61,3002,,,4.8,4.61,,100.0,100.0,,4.71
2021,Hyundai,Santa Fe SEL,4.7,33,4.8,986,,,3.83,4.8,,12.71,100.0,,4.69
2007,Chevrolet,Tahoe LTZ,4.6,134,4.6,1359,,,4.6,4.6,,99.99,100.0,,4.6
2012,Volkswagen,Passat 2.0 TDI SEL Premium,4.6,137,4.4,731,,,4.6,4.4,,99.99,100.0,,4.5
2017,Jeep,Cherokee Latitude,4.7,353,4.4,1132,,,4.7,4.4,,100.0,100.0,,4.55
2019,Volkswagen,Atlas 3.6L V6 SEL Premium,4.5,396,4.7,873,,,4.5,4.7,,100.0,100.0,,4.6
2020,Dodge,Journey SE Value,4.3,25,4.6,845,,,3.36,4.6,,5.56,100.0,,4.53
2016,Volvo,V60 T5 Premier,4.6,13,2.4,13,,,3.61,1.46,,1.49,6.43,,1.87
2018,Dodge,Charger GT,4.8,201,4.8,3530,,,4.8,4.8,,100.0,100.0,,4.8
2016,Porsche,911 Carrera 4S,4.8,9,4.1,33,,,3.81,3.96,,0.95,85.63,,3.95
2018,Kia,Soul +,4.8,411,4.6,2022,,,4.8,4.6,,100.0,100.0,,4.7
2019,Ford,F-150 King Ranch,4.8,425,4.3,1482,,,4.8,4.3,,100.0,100.0,,4.55
2021,Volkswagen,Tiguan 2.0T SE R-Line Black,4.7,15,4.9,1663,,,3.72,4.9,,1.86,100.0,,4.88
2016,Jaguar,XJ XJL Portfolio,4.7,13,4.9,1568,,,3.71,4.9,,1.49,100.0,,4.88
2021,Subaru,Ascent Limited 8-Passenger,4.7,30,4.5,62,,,3.79,4.5,,9.39,99.97,,4.44
2013,Toyota,Camry SE,4.4,178,3.2,2,,,4.4,2.21,,100.0,0.59,,4.39
2017,Dodge,Journey GT,4.7,248,4.5,15,,,4.7,3.6,,100.0,9.7,,4.6
2020,Cadillac,XT6 AWD Sport,4.6,51,4.8,1905,,,4.13,4.8,,52.83,100.0,,4.57
2017,Toyota,Sienna L,4.7,147,4.5,68,,,4.7,4.5,,100.0,99.99,,4.6
2017,Nissan,Maxima 3.5 Platinum,4.8,561,4.46,517,,,4.8,4.46,,100.0,100.0,,4.63
2010,Audi,Q7 3.0 Premium Plus,4.5,18,4.3,52,,,3.53,4.3,,2.59,99.76,,4.28
2016,INFINITI,Q50 3.0T Premium,4.8,44,4.6,1621,,,4.14,4.6,,33.63,100.0,,4.48
2017,Nissan,Versa 1.6 SV,4.3,118,4.6,151,,,4.3,4.6,,99.96,100.0,,4.45
2015,Hyundai,Santa Fe GLS,4.3,33,4.5,26,,,3.43,4.06,,12.71,55.56,,3.94
2017,Jeep,Grand Cherokee SRT,4.8,334,4.6,40,,,4.8,4.57,,100.0,96.6,,4.69
2021,Jeep,Grand Cherokee Summit,4.7,58,4.7,1167,,,4.41,4.7,,71.23,100.0,,4.58
2021,Jeep,Wrangler Unlimited Sahara,4.9,46,4.8,652,,,4.29,4.8,,38.86,100.0,,4.66
2021,Mercedes-Benz,AMG GLE 53 4MATIC Coupe,3.6,16,4.3,70,,,2.62,4.3,,2.08,100.0,,4.27
2021,Mazda,CX-9 Touring,4.8,17,4.7,768,,,3.82,4.7,,2.32,100.0,,4.68
2021,Acura,TLX Advance,4.7,21,4.8,597,,,3.74,4.8,,3.6,100.0,,4.76
2017,Tesla,Model X 75D,4.7,27,3.5,141,,,3.77,3.5,,6.87,100.0,,3.52
2021,Porsche,Taycan 4S,5.0,2,4.3,6,,,4.0,3.31,,0.43,1.42,,3.48
2015,Lexus,RC 350 Base,4.9,71,4.9,2629,,,4.82,4.9,,91.53,100.0,,4.86
2018,Audi,S5 3.0T Premium Plus,4.7,42,4.4,625,,,3.99,4.4,,28.77,100.0,,4.31
2017,Jeep,Compass High Altitude,4.5,155,4.8,925,,,4.5,4.8,,100.0,100.0,,4.65
2015,Chevrolet,Corvette Stingray Z51,4.8,97,4.8,1288,,,4.8,4.8,,99.52,100.0,,4.8
2021,Chevrolet,Silverado 1500 LTZ,4.5,150,4.33,758,,,4.5,4.33,,100.0,100.0,,4.41
2020,Lexus,ES 350 ES 350,4.9,52,4.9,596,,,4.46,4.9,,55.64,100.0,,4.74
2013,BMW,328 i,4.6,318,3.68,179,,,4.6,3.68,,100.0,100.0,,4.14
2020,Honda,Accord EX-L 2.0T,4.8,151,5.0,1,,,4.8,4.0,,100.0,0.47,,4.8
2015,Dodge,Durango R/T,4.7,102,4.7,662,,,4.7,4.7,,99.72,100.0,,4.7
2013,Hyundai,Elantra Limited,4.4,329,1.8,94,,,4.4,1.8,,100.0,100.0,,3.1
2021,Honda,Pilot Touring 7-Passenger,4.8,63,4.5,1466,,,4.61,4.5,,81.36,100.0,,4.55
2020,Dodge,Charger SXT,4.8,56,4.3,1363,,,4.46,4.3,,66.37,100.0,,4.37
2015,Mazda,CX-9 Grand Touring,4.7,28,4.5,1445,,,3.78,4.5,,7.63,100.0,,4.45
2019,Toyota,Sienna LE,4.6,45,3.2,2,,,3.96,2.21,,36.2,0.59,,3.93
2018,Acura,MDX 3.5L,4.7,61,4.9,2629,,,4.48,4.9,,77.67,100.0,,4.71
2013,Dodge,Journey SE,4.4,99,3.6,77,,,4.4,3.6,,99.61,100.0,,4.0
2014,Audi,Q7 3.0T Premium,4.8,48,4.6,1359,,,4.24,4.6,,44.36,100.0,,4.49
2018,Jeep,Cherokee Latitude,4.7,275,4.9,63,,,4.7,4.9,,100.0,99.98,,4.8
2020,Volkswagen,Atlas Cross Sport 3.6L V6 SE w/Technology,4.7,34,4.5,2507,,,3.84,4.5,,14.02,100.0,,4.42
2020,Mazda,Mazda6 Touring,4.9,22,4.6,19,,,3.94,3.81,,4.02,20.77,,3.83
2020,INFINITI,QX80 Luxe,4.7,8,3.4,62,,,3.71,3.4,,0.85,99.97,,3.4
2018,Tesla,Model X 75D,4.5,45,4.79,819,,,3.86,4.79,,36.2,100.0,,4.54
2020,Toyota,Tundra Limited,4.8,66,4.4,912,,,4.66,4.4,,85.98,100.0,,4.52
2021,Toyota,Tacoma TRD Pro,4.8,85,4.2,197,,,4.78,4.2,,98.14,100.0,,4.49
2017,Jeep,Wrangler Sport,4.7,112,4.9,1094,,,4.7,4.9,,99.91,100.0,,4.8
2013,Acura,RDX Base,4.4,84,4.6,1479,,,4.38,4.6,,97.92,100.0,,4.49
2018,Porsche,718 Cayman GTS,4.9,14,4.7,2060,,,3.92,4.7,,1.66,100.0,,4.69
2012,Cadillac,SRX Performance Collection,4.6,95,4.7,1721,,,4.59,4.7,,99.39,100.0,,4.65
2018,Toyota,Highlander LE,4.8,419,4.5,1153,,,4.8,4.5,,100.0,100.0,,4.65
2021,Toyota,Venza Limited,4.7,70,3.5,13,,,4.61,2.56,,90.61,6.43,,4.47
2019,Lincoln,Navigator Black Label,4.8,10,4.1,31,,,3.81,3.89,,1.06,79.23,,3.89
2020,Kia,Soul S,4.7,207,4.5,5197,,,4.7,4.5,,100.0,100.0,,4.6
2013,Cadillac,CTS Performance,4.7,64,3.5,52,,,4.53,3.5,,83.01,99.76,,3.97
2018,Ford,F-150 Raptor,4.8,817,1.8,3,,,4.8,0.81,,100.0,0.73,,4.77
2009,Audi,A4 2.0T Premium Plus quattro,4.5,94,4.9,10,,,4.49,3.93,,99.32,3.4,,4.47
2019,Toyota,Highlander Limited Platinum,4.6,363,4.8,1131,,,4.6,4.8,,100.0,100.0,,4.7
2012,Mercedes-Benz,CLS-Class CLS 550 4MATIC,4.8,23,4.0,258,,,3.84,4.0,,4.48,100.0,,3.99
2021,Jeep,Grand Cherokee L Overland,4.5,10,4.7,1231,,,3.51,4.7,,1.06,100.0,,4.69
2013,Subaru,Outback 2.5i Limited,4.5,150,4.9,5573,,,4.5,4.9,,100.0,100.0,,4.7
2021,Cadillac,XT5 Premium Luxury,4.9,15,4.3,213,,,3.92,4.3,,1.86,100.0,,4.29
2021,Nissan,Sentra S,4.8,25,4.7,2180,,,3.86,4.7,,5.56,100.0,,4.66
2008,Honda,Element LX,4.5,52,4.8,264,,,4.06,4.8,,55.64,100.0,,4.53
2015,Chrysler,Town & Country Limited Platinum,4.6,80,4.5,34,,,4.57,4.38,,96.77,88.17,,4.48
2013,Mercedes-Benz,CLS-Class CLS 550,4.5,7,4.5,1148,,,3.51,4.5,,0.76,100.0,,4.49
2014,Chevrolet,Equinox LS,4.4,233,4.8,1302,,,4.4,4.8,,100.0,100.0,,4.6
2021,Mazda,CX-5 Carbon Edition Turbo,4.8,84,3.5,19,,,4.78,2.71,,97.92,20.77,,4.42
2010,Chrysler,Town & Country Touring Plus,4.4,92,4.6,2266,,,4.39,4.6,,99.15,100.0,,4.5
2021,Honda,Civic LX,4.7,43,4.6,1085,,,4.01,4.6,,31.15,100.0,,4.46
2019,Mercedes-Benz,CLS 450 Base,4.5,32,4.61,1297,,,3.62,4.61,,11.51,100.0,,4.51
2018,Mazda,Mazda3 Touring,4.8,206,3.4,70,,,4.8,3.4,,100.0,100.0,,4.1
2020,Toyota,Tacoma SR5,4.7,123,4.6,1399,,,4.7,4.6,,99.97,100.0,,4.65
2019,Subaru,Outback 2.5i Touring,4.7,262,4.8,2580,,,4.7,4.8,,100.0,100.0,,4.75
2016,BMW,X4 xDrive28i,4.9,17,4.6,1108,,,3.92,4.6,,2.32,100.0,,4.58
2019,Jeep,Renegade Sport,4.5,66,4.9,869,,,4.36,4.9,,85.98,100.0,,4.65
2021,BMW,228 Gran Coupe 228i sDrive Gran Coupe,5.0,2,4.4,1572,,,4.0,4.4,,0.43,100.0,,4.4
2020,Mercedes-Benz,S-Class S 560 4MATIC,4.9,14,4.71,1513,,,3.92,4.71,,1.66,100.0,,4.7
2017,Jeep,Grand Cherokee Trailhawk,4.8,334,4.4,999,,,4.8,4.4,,100.0,100.0,,4.6
2014,Lexus,IS 250 Base,4.7,140,4.6,481,,,4.7,4.6,,100.0,100.0,,4.65
2017,Chevrolet,Silverado 1500 1LZ,4.7,312,4.5,746,,,4.7,4.5,,100.0,100.0,,4.6
2019,Hyundai,Santa Fe SEL Plus 2.4,4.8,204,4.8,1124,,,4.8,4.8,,100.0,100.0,,4.8
2018,Jaguar,F-PACE 25t Premium,4.6,57,4.8,290,,,4.29,4.8,,68.85,100.0,,4.59
2017,BMW,330 Gran Turismo i xDrive,4.8,8,4.9,280,,,3.81,4.9,,0.85,100.0,,4.89
2017,Mercedes-Benz,GLA 250 Base,4.5,60,4.7,724,,,4.26,4.7,,75.64,100.0,,4.51
2012,Honda,Accord EX-L,4.5,248,4.8,18,,,4.5,3.97,,100.0,17.34,,4.42
2019,Mercedes-Benz,GLC 300 4MATIC,4.6,72,4.6,1108,,,4.52,4.6,,92.37,100.0,,4.56
2020,Mercedes-Benz,GLA 250 Base 4MATIC,4.9,13,4.8,2794,,,3.91,4.8,,1.49,100.0,,4.79
2016,Mercedes-Benz,GL-Class GL 450 4MATIC,4.7,17,3.7,4,,,3.72,2.71,,2.32,0.91,,3.44
2018,Audi,A5 2.0T Premium,4.9,82,4.8,4307,,,4.87,4.8,,97.41,100.0,,4.84
2019,Ford,Expedition XLT,4.8,62,4.8,2054,,,4.6,4.8,,79.58,100.0,,4.71
2021,Mercedes-Benz,E-Class E 350,4.7,14,4.58,1589,,,3.72,4.58,,1.66,100.0,,4.57
2020,Kia,Sportage EX,4.8,174,4.8,2020,,,4.8,4.8,,100.0,100.0,,4.8
2019,Chevrolet,Blazer 2LT,4.5,115,4.6,135,,,4.5,4.6,,99.94,100.0,,4.55
2013,Jeep,Grand Cherokee Laredo,4.7,90,4.4,38,,,4.69,4.35,,98.94,94.79,,4.52
2014,BMW,X1 xDrive 28i,4.7,70,3.5,187,,,4.61,3.5,,90.61,100.0,,4.03
2018,Chevrolet,Equinox 1LT,4.7,1416,4.6,1005,,,4.7,4.6,,100.0,100.0,,4.65
2019,Land,Rover Range Rover Sport 5.0L Supercharged Dynamic,4.7,22,4.47,242,,,3.74,4.47,,4.02,100.0,,4.44
2013,Scion,iQ Base,4.2,9,5.0,1,,,3.21,4.0,,0.95,0.47,,3.47
2017,Chevrolet,Silverado 1500 LTZ,4.7,312,3.7,4,,,4.7,2.71,,100.0,0.91,,4.68
2020,Kia,Telluride LX,4.8,211,2.9,6,,,4.8,1.91,,100.0,1.42,,4.76
2011,Toyota,Tundra Grade,4.7,166,4.59,3348,,,4.7,4.59,,100.0,100.0,,4.64
2022,Nissan,Frontier PRO-4X,4.6,9,4.6,825,,,3.61,4.6,,0.95,100.0,,4.59
2016,Chevrolet,Silverado 1500 LTZ,4.6,178,4.1,275,,,4.6,4.1,,100.0,100.0,,4.35
2021,Toyota,Avalon Hybrid Limited,4.6,7,4.6,212,,,3.61,4.6,,0.76,100.0,,4.59
2019,Hyundai,Elantra SEL,4.7,132,4.6,870,,,4.7,4.6,,99.99,100.0,,4.65
2019,Audi,Q7 45 Premium,4.7,44,3.9,273,,,4.04,3.9,,33.63,100.0,,3.93
2016,Toyota,Sienna XLE,4.8,68,4.6,2395,,,4.68,4.6,,88.49,100.0,,4.64
2017,Toyota,Sienna XLE Premium,4.7,147,3.0,4,,,4.7,2.01,,100.0,0.91,,4.68
2014,GMC,Acadia Denali,4.6,113,4.5,450,,,4.6,4.5,,99.92,100.0,,4.55
