Year,Make,Model,average buyer rating,# of buyers,average seller rating,# of sellers,,,adjusted buyer ranking,adjusted sellers ranking,,buyer rating reliability,seller rating reliability,,final ranking
2017,Porsche,Macan S,4.8,546,4.81,13408,,,4.8,4.81,,100.0,100.0,,4.8
2015,Scion,xB Base,4.7,24,4.8,1642,,,3.75,4.8,,4.99,100.0,,4.75
2020,BMW,430 i xDrive,4.9,16,4.5,1594,,,3.92,4.5,,2.08,100.0,,4.49
2021,Volkswagen,Atlas 3.6 V6 SEL,4.8,42,4.6,83,,,4.09,4.6,,28.77,100.0,,4.49
2020,GMC,Sierra 2500 Denali,4.8,46,4.5,1754,,,4.19,4.5,,38.86,100.0,,4.41
2018,GMC,Yukon XL Denali,4.8,96,4.65,2763,,,4.79,4.65,,99.46,100.0,,4.72
2019,Toyota,Highlander Hybrid Limited,4.8,84,4.45,818,,,4.78,4.45,,97.92,100.0,,4.61
2014,Ford,Explorer Limited,4.6,570,4.66,2548,,,4.6,4.66,,100.0,100.0,,4.63
2021,Acura,ILX Premium Package,4.9,6,4.7,1064,,,3.91,4.7,,0.68,100.0,,4.69
2020,Chevrolet,Traverse LS,4.9,1008,4.72,10469,,,4.9,4.72,,100.0,100.0,,4.81
2020,Honda,Accord LX 1.5T,4.8,755,4.52,9875,,,4.8,4.52,,100.0,100.0,,4.66
2018,GMC,Sierra 1500 Denali,4.8,668,4.61,239,,,4.8,4.61,,100.0,100.0,,4.71
2018,INFINITI,QX60 Base,4.8,319,4.6,6325,,,4.8,4.6,,100.0,100.0,,4.7
2015,Audi,A3 2.0T Premium,4.5,94,4.0,43,,,4.49,3.98,,99.32,98.23,,4.24
2019,Ford,Flex Limited,4.8,100,4.74,1506,,,4.8,4.74,,99.66,100.0,,4.77
2016,Mercedes-Benz,S-Class S 550 4MATIC,4.8,132,4.7,5750,,,4.8,4.7,,99.99,100.0,,4.75
2013,Land,Rover Range Rover Evoque Pure,4.0,165,4.6,1147,,,4.0,4.6,,100.0,100.0,,4.3
2020,Nissan,Rogue SV,4.8,2527,4.53,9133,,,4.8,4.53,,100.0,100.0,,4.67
2018,Jeep,Grand Cherokee High Altitude,4.8,1185,4.51,2436,,,4.8,4.51,,100.0,100.0,,4.65
2016,Mercedes-Benz,C-Class C 300,4.7,212,4.7,2633,,,4.7,4.7,,100.0,100.0,,4.7
2019,Ford,Fiesta SE,4.6,380,4.42,2612,,,4.6,4.42,,100.0,100.0,,4.51
2019,Mercedes-Benz,AMG C 63 S,5.0,8,4.79,5257,,,4.01,4.79,,0.85,100.0,,4.78
2020,Honda,Passport Touring,4.8,50,4.8,715,,,4.3,4.8,,50.0,100.0,,4.63
2020,Cadillac,Escalade Luxury,5.0,18,3.7,36,,,4.03,3.62,,2.59,92.09,,3.63
2021,INFINITI,Q50 3.0t SENSORY,4.9,16,4.7,1014,,,3.92,4.7,,2.08,100.0,,4.68
2019,Honda,Passport Sport,4.7,102,4.8,2493,,,4.7,4.8,,99.72,100.0,,4.75
2017,Toyota,Highlander Limited,4.8,2436,4.51,4750,,,4.8,4.51,,100.0,100.0,,4.65
2020,Volkswagen,Atlas Cross Sport 3.6L V6 SEL,4.7,34,4.4,793,,,3.84,4.4,,14.02,100.0,,4.33
2015,Cadillac,SRX Luxury Collection,4.8,327,4.61,5525,,,4.8,4.61,,100.0,100.0,,4.7
2021,Toyota,Corolla Hatchback SE,4.9,20,4.72,2010,,,3.93,4.72,,3.23,100.0,,4.7
2017,Mercedes-Benz,GLS 550 Base 4MATIC,4.8,18,4.5,2686,,,3.83,4.5,,2.59,100.0,,4.48
2019,Toyota,Sienna LE Auto Access Seat,4.6,45,4.3,31,,,3.96,4.09,,36.2,79.23,,4.05
2021,Hyundai,Tucson Value,4.8,83,4.8,1411,,,4.78,4.8,,97.68,100.0,,4.79
2019,Mercedes-Benz,GLC 300 Base,4.6,288,4.5,1837,,,4.6,4.5,,100.0,100.0,,4.55
2015,Mercedes-Benz,S-Class S 550 4MATIC,4.9,136,4.75,2106,,,4.9,4.75,,99.99,100.0,,4.82
2021,Lexus,RX 350,4.8,336,4.82,5702,,,4.8,4.82,,100.0,100.0,,4.81
2020,Buick,Encore Preferred,4.9,105,4.85,14321,,,4.9,4.85,,99.8,100.0,,4.87
2016,Nissan,Maxima 3.5 SV,4.7,114,3.4,7,,,4.7,2.42,,99.93,1.77,,4.66
2020,Subaru,Forester Premium,4.8,666,4.29,46,,,4.8,4.28,,100.0,99.09,,4.54
2017,Mercedes-Benz,G-Class G 550,3.7,2,5.0,2,,,2.7,4.01,,0.43,0.59,,3.45
2015,Cadillac,Escalade ESV Base,4.6,36,4.7,146,,,3.77,4.7,,16.99,100.0,,4.56
2019,Jaguar,F-PACE 25t Premium,4.7,42,4.67,1590,,,3.99,4.67,,28.77,100.0,,4.52
2019,GMC,Acadia SLE-2,4.8,1965,4.51,7422,,,4.8,4.51,,100.0,100.0,,4.65
2019,Hyundai,Tucson Limited,4.7,424,4.7,2338,,,4.7,4.7,,100.0,100.0,,4.7
2019,Mercedes-Benz,S-Class S 450,4.6,14,4.0,59,,,3.62,4.0,,1.66,99.95,,3.99
2018,Alfa,Romeo Giulia Ti,4.8,196,4.71,2713,,,4.8,4.71,,100.0,100.0,,4.75
2020,Cadillac,Escalade Platinum,5.0,27,4.67,643,,,4.07,4.67,,6.87,100.0,,4.63
2021,Kia,Sorento SX,4.8,104,4.6,502,,,4.8,4.6,,99.78,100.0,,4.7
2021,Porsche,Macan Base,4.9,12,4.19,426,,,3.91,4.19,,1.33,100.0,,4.19
2020,GMC,Yukon XL SLT,4.9,14,4.66,1159,,,3.92,4.66,,1.66,100.0,,4.65
2018,BMW,320 i,4.9,50,4.5,10,,,4.4,3.53,,50.0,3.4,,4.34
2012,Jeep,Patriot Latitude,3.8,65,3.7,3,,,3.65,2.71,,84.55,0.73,,3.64
2013,Ford,Escape Titanium,4.1,938,4.3,3410,,,4.1,4.3,,100.0,100.0,,4.2
2016,BMW,X6 xDrive35i,4.8,60,4.78,801,,,4.56,4.78,,75.64,100.0,,4.68
2021,Acura,TLX Type S,4.7,21,4.7,1206,,,3.74,4.7,,3.6,100.0,,4.67
2019,Toyota,RAV4 XLE,4.6,3996,4.67,13011,,,4.6,4.67,,100.0,100.0,,4.63
2004,Nissan,Murano SL,4.2,48,4.6,5,,,3.64,3.61,,44.36,1.14,,3.64
2020,Mercedes-Benz,GLS 450 Base 4MATIC,4.5,40,4.69,1590,,,3.74,4.69,,24.36,100.0,,4.5
2021,Honda,CR-V Touring,4.9,218,4.79,5235,,,4.9,4.79,,100.0,100.0,,4.84
2014,Chevrolet,Tahoe LTZ,4.7,28,3.4,7,,,3.78,2.42,,7.63,1.77,,3.52
2021,Kia,Seltos SX,4.8,113,4.2,234,,,4.8,4.2,,99.92,100.0,,4.5
2022,Hyundai,Kona SEL,4.1,8,4.4,164,,,3.11,4.4,,0.85,100.0,,4.39
2019,Volvo,XC40 T5 Momentum,4.8,309,4.79,1352,,,4.8,4.79,,100.0,100.0,,4.79
2016,Toyota,4Runner SR5,4.7,420,4.62,4441,,,4.7,4.62,,100.0,100.0,,4.66
2016,Tesla,Model X P90D,4.7,42,4.8,1632,,,3.99,4.8,,28.77,100.0,,4.62
2005,Mazda,Mazda3 s,4.6,55,5.0,3,,,4.24,4.01,,63.8,0.73,,4.24
2018,Jaguar,F-PACE S,4.6,57,4.6,531,,,4.29,4.6,,68.85,100.0,,4.47
2019,Lincoln,MKC Standard,4.7,140,4.81,6139,,,4.7,4.81,,100.0,100.0,,4.75
2019,Cadillac,Escalade Premium Luxury,4.7,13,4.6,485,,,3.71,4.6,,1.49,100.0,,4.59
2019,GMC,Sierra 1500 Denali,4.5,240,4.67,597,,,4.5,4.67,,100.0,100.0,,4.58
2017,Hyundai,Tucson Limited,4.7,1246,4.8,9009,,,4.7,4.8,,100.0,100.0,,4.75
2021,Lincoln,Corsair Standard,4.9,8,3.0,2,,,3.91,2.01,,0.85,0.59,,3.13
2017,Ford,Escape Titanium,4.7,2244,4.66,3231,,,4.7,4.66,,100.0,100.0,,4.68
2015,Chevrolet,Equinox 1LT,4.6,591,4.42,392,,,4.6,4.42,,100.0,100.0,,4.51
2017,GMC,Yukon Denali,4.7,395,4.53,2198,,,4.7,4.53,,100.0,100.0,,4.62
2021,Mercedes-Benz,C-Class C 300 4MATIC,5.0,52,4.67,7425,,,4.56,4.67,,55.64,100.0,,4.63
2021,GMC,Yukon SLT,4.0,48,4.73,1819,,,3.44,4.73,,44.36,100.0,,4.33
2014,Maserati,GranTurismo Sport,4.5,11,3.0,2,,,3.51,2.01,,1.19,0.59,,3.01
2019,Lincoln,Navigator Select,4.8,20,4.8,1416,,,3.83,4.8,,3.23,100.0,,4.77
2016,Kia,Forte LX,4.7,351,4.79,1425,,,4.7,4.79,,100.0,100.0,,4.74
2013,Nissan,Maxima SV,4.7,52,4.4,1153,,,4.26,4.4,,55.64,100.0,,4.35
2019,Chevrolet,Equinox 2LT,4.5,1245,4.89,3187,,,4.5,4.89,,100.0,100.0,,4.7
2013,Nissan,Rogue S,4.1,155,2.9,71,,,4.1,2.9,,100.0,100.0,,3.5
2019,Audi,S5 3.0T Premium Plus,4.7,22,4.7,2256,,,3.74,4.7,,4.02,100.0,,4.66
2017,Toyota,Camry SE,4.7,2320,4.82,1765,,,4.7,4.82,,100.0,100.0,,4.76
2019,Porsche,Macan 4DR SUV AWD,4.9,24,4.8,1802,,,3.95,4.8,,4.99,100.0,,4.76
2020,Hyundai,Kona Ultimate,4.8,232,4.6,618,,,4.8,4.6,,100.0,100.0,,4.7
2017,Chevrolet,Equinox 1LT,4.7,560,4.6,339,,,4.7,4.6,,100.0,100.0,,4.65
2015,GMC,Yukon XL 1500 SLE,4.6,116,4.7,3707,,,4.6,4.7,,99.94,100.0,,4.65
2013,Cadillac,Escalade Platinum Edition,4.7,23,4.0,82,,,3.74,4.0,,4.48,100.0,,3.99
2013,Honda,Accord EX-L,4.5,778,4.58,2381,,,4.5,4.58,,100.0,100.0,,4.54
2015,Porsche,Macan S,4.7,96,4.72,2118,,,4.69,4.72,,99.46,100.0,,4.71
2019,Audi,A8 L 55,4.8,10,4.8,1162,,,3.81,4.8,,1.06,100.0,,4.79
2019,Mercedes-Benz,E-Class E 300,4.7,470,4.62,8482,,,4.7,4.62,,100.0,100.0,,4.66
2018,Tesla,Model 3 Performance,4.6,234,3.8,484,,,4.6,3.8,,100.0,100.0,,4.2
2021,Mercedes-Benz,GLB 250 Base 4MATIC,4.4,100,4.78,7312,,,4.4,4.78,,99.66,100.0,,4.59
2009,Ford,F-150 Lariat SuperCab,4.6,101,4.2,1630,,,4.6,4.2,,99.69,100.0,,4.4
2021,RAM,1500 Laramie,4.8,2852,4.72,41877,,,4.8,4.72,,100.0,100.0,,4.76
2020,BMW,X3 M Base (A8),4.6,15,4.9,1826,,,3.62,4.9,,1.86,100.0,,4.88
2015,Acura,TLX FWD,4.5,250,4.6,1030,,,4.5,4.6,,100.0,100.0,,4.55
2016,INFINITI,QX80 4WD,4.7,40,4.3,110,,,3.94,4.3,,24.36,100.0,,4.23
2019,Honda,Pilot Elite,4.8,446,4.46,10,,,4.8,3.49,,100.0,3.4,,4.76
2020,Subaru,Ascent Premium,4.8,83,4.9,79,,,4.78,4.9,,97.68,100.0,,4.84
2018,Ford,Expedition XLT,4.7,65,4.5,252,,,4.55,4.5,,84.55,100.0,,4.52
2014,Ford,Escape Titanium,4.4,914,4.21,637,,,4.4,4.21,,100.0,100.0,,4.3
2017,GMC,Acadia Limited Limited,4.7,122,4.24,1171,,,4.7,4.24,,99.97,100.0,,4.47
2011,Toyota,Camry LE,4.6,215,4.3,52,,,4.6,4.3,,100.0,99.76,,4.45
2019,GMC,Sierra 1500 Limited SLE,4.9,25,4.8,962,,,3.96,4.8,,5.56,100.0,,4.76
2022,Volvo,XC60 B5 Inscription,2.7,2,4.9,4212,,,1.7,4.9,,0.43,100.0,,4.89
2020,Acura,RDX Base,4.6,96,4.3,281,,,4.59,4.3,,99.46,100.0,,4.45
2018,Ford,Escape SE,4.7,7514,4.51,7713,,,4.7,4.51,,100.0,100.0,,4.61
2012,Toyota,Sequoia SR5,4.6,14,4.9,338,,,3.62,4.9,,1.66,100.0,,4.88
2020,Mercedes-Benz,GLS 580 Base 4MATIC,4.8,2,4.7,1240,,,3.8,4.7,,0.43,100.0,,4.7
2021,GMC,Yukon AT4,4.0,24,4.7,209,,,3.05,4.7,,4.99,100.0,,4.62
2020,Toyota,Tundra SR5,4.8,990,4.57,12129,,,4.8,4.57,,100.0,100.0,,4.69
2019,Nissan,Rogue S,4.7,1275,4.71,10760,,,4.7,4.71,,100.0,100.0,,4.71
2015,Mercedes-Benz,G-Class G 63 AMG,4.8,20,4.6,898,,,3.83,4.6,,3.23,100.0,,4.58
2019,Subaru,Forester Premium,4.7,4185,4.73,9706,,,4.7,4.73,,100.0,100.0,,4.71
2014,Volvo,S60 T5,4.8,70,4.6,2049,,,4.71,4.6,,90.61,100.0,,4.65
2019,Lexus,NX 300 Base,4.7,150,4.83,3431,,,4.7,4.83,,100.0,100.0,,4.76
2019,Jaguar,F-PACE 25t Prestige,4.7,42,4.76,1016,,,3.99,4.76,,28.77,100.0,,4.59
2019,Porsche,Macan Base,4.9,48,4.43,7676,,,4.34,4.43,,44.36,100.0,,4.4
2018,Porsche,Macan S,4.8,340,4.67,3209,,,4.8,4.67,,100.0,100.0,,4.73
2020,Lexus,UX 250h Base,5.0,10,3.9,141,,,4.01,3.9,,1.06,100.0,,3.9
2020,Jeep,Compass Trailhawk,4.8,539,4.22,5929,,,4.8,4.22,,100.0,100.0,,4.51
2022,Kia,Telluride SX,4.8,16,4.4,1310,,,3.82,4.4,,2.08,100.0,,4.39
2020,Ford,EcoSport SE,4.7,124,4.72,7291,,,4.7,4.72,,99.98,100.0,,4.71
2018,Ford,Escape Titanium,4.7,5202,4.74,19344,,,4.7,4.74,,100.0,100.0,,4.72
2021,Ford,Mustang Mach-E Premium,4.7,16,4.6,264,,,3.72,4.6,,2.08,100.0,,4.58
2020,Cadillac,XT6 AWD Premium Luxury,4.6,51,4.8,1905,,,4.13,4.8,,52.83,100.0,,4.57
2011,Honda,Pilot Touring,4.5,143,3.6,17,,,4.5,2.74,,100.0,14.37,,4.28
2018,Jeep,Grand Cherokee Trackhawk,4.8,395,4.6,699,,,4.8,4.6,,100.0,100.0,,4.7
2020,Ford,Explorer Platinum,4.5,744,4.7,956,,,4.5,4.7,,100.0,100.0,,4.6
2018,GMC,Yukon SLT,4.9,141,4.5,162,,,4.9,4.5,,100.0,100.0,,4.7
2017,Chevrolet,Suburban Premier,4.5,75,4.6,1611,,,4.44,4.6,,94.44,100.0,,4.52
2014,Acura,TL 3.5,4.8,29,2.6,5,,,3.88,1.61,,8.47,1.14,,3.62
2020,Kia,Sportage S,4.8,1392,4.71,6630,,,4.8,4.71,,100.0,100.0,,4.75
2018,Subaru,Forester 2.5i Premium,4.8,2020,4.63,2388,,,4.8,4.63,,100.0,100.0,,4.71
2021,Subaru,Ascent Touring 7-Passenger,4.7,90,4.77,1186,,,4.69,4.77,,98.94,100.0,,4.73
2017,Porsche,718 Boxster S,4.8,33,4.8,139,,,3.93,4.8,,12.71,100.0,,4.7
2019,INFINITI,QX50 Luxe,4.7,87,2.8,32,,,4.69,2.63,,98.51,82.66,,3.75
2020,Hyundai,Kona SE,4.8,464,4.02,2099,,,4.8,4.02,,100.0,100.0,,4.41
2019,Hyundai,Tucson Value,4.7,424,4.58,267,,,4.7,4.58,,100.0,100.0,,4.64
2020,RAM,1500 Big Horn,4.8,1005,4.62,4459,,,4.8,4.62,,100.0,100.0,,4.71
2019,BMW,530 i xDrive,4.8,90,4.32,1978,,,4.79,4.32,,98.94,100.0,,4.55
2017,Buick,Encore Preferred,4.7,418,4.67,423,,,4.7,4.67,,100.0,100.0,,4.69
2017,Chevrolet,Tahoe LT,4.7,1048,4.4,1616,,,4.7,4.4,,100.0,100.0,,4.55
2021,Volkswagen,Atlas 2.0T S,4.8,42,4.4,528,,,4.09,4.4,,28.77,100.0,,4.33
2018,Toyota,RAV4 Sport,4.8,770,4.6,171,,,4.8,4.6,,100.0,100.0,,4.7
2019,Honda,Civic EX,4.9,275,4.8,2493,,,4.9,4.8,,100.0,100.0,,4.85
2020,Mercedes-Benz,A-Class A 220,5.0,12,4.7,6180,,,4.01,4.7,,1.33,100.0,,4.69
2020,RAM,1500 Classic SLT,4.7,40,4.9,934,,,3.94,4.9,,24.36,100.0,,4.71
2021,Volkswagen,Atlas 3.6 V6 SE w/ Technology R-Line,4.8,84,4.5,1228,,,4.78,4.5,,97.92,100.0,,4.64
2019,Cadillac,CT6 Luxury,4.9,15,4.3,698,,,3.92,4.3,,1.86,100.0,,4.29
2020,BMW,M340 i xDrive,4.9,232,4.81,9592,,,4.9,4.81,,100.0,100.0,,4.85
2021,Jeep,Gladiator Rubicon,4.9,57,4.9,580,,,4.59,4.9,,68.85,100.0,,4.77
2006,Ford,Escape Limited,4.1,75,5.0,1,,,4.04,4.0,,94.44,0.47,,4.04
2018,Hyundai,Santa Fe Sport 2.4L,4.8,512,4.72,2018,,,4.8,4.72,,100.0,100.0,,4.76
2017,Chevrolet,Tahoe Premier,4.7,131,4.7,520,,,4.7,4.7,,99.99,100.0,,4.7
2019,Buick,Envision Essence,4.7,420,4.84,3315,,,4.7,4.84,,100.0,100.0,,4.77
2020,Nissan,Armada SL,4.7,32,4.59,1398,,,3.82,4.59,,11.51,100.0,,4.51
2013,Mazda,Mazda3 i Touring,4.7,80,4.3,19,,,4.67,3.51,,96.77,20.77,,4.46
2016,Mercedes-Benz,GLE-Class GLE 350,4.7,44,4.71,3195,,,4.04,4.71,,33.63,100.0,,4.54
2021,Jeep,Grand Cherokee Overland,4.7,58,4.7,5084,,,4.41,4.7,,71.23,100.0,,4.58
2016,Mercedes-Benz,S-Class S 550,4.8,33,4.2,85,,,3.93,4.2,,12.71,100.0,,4.17
2017,Kia,Cadenza Technology,4.8,210,4.8,982,,,4.8,4.8,,100.0,100.0,,4.8
2020,Toyota,Camry LE,4.8,1562,4.49,9345,,,4.8,4.49,,100.0,100.0,,4.64
2010,Lexus,RX 350 Base,4.7,500,4.7,3903,,,4.7,4.7,,100.0,100.0,,4.7
2020,Land,Rover Range Rover Velar S R-Dynamic,4.3,78,4.64,4076,,,4.26,4.64,,95.98,100.0,,4.45
2019,Volvo,S60 T6 Inscription,4.9,81,4.89,934,,,4.87,4.89,,97.11,100.0,,4.88
2018,Audi,SQ5 3.0T Premium Plus,4.6,27,4.1,123,,,3.67,4.1,,6.87,100.0,,4.07
2019,Mercedes-Benz,GLA 250 Base,4.6,132,4.54,2965,,,4.6,4.54,,99.99,100.0,,4.57
2019,BMW,750 i,5.0,10,4.54,1296,,,4.01,4.54,,1.06,100.0,,4.53
2017,INFINITI,Q50 3.0T Sport,4.7,82,4.4,912,,,4.67,4.4,,97.41,100.0,,4.54
2018,Jeep,Grand Cherokee Altitude,4.8,790,4.83,3595,,,4.8,4.83,,100.0,100.0,,4.81
2014,Buick,Enclave Premium,4.6,172,4.6,978,,,4.6,4.6,,100.0,100.0,,4.6
2018,Mercedes-Benz,CLA 250 Base,4.5,432,4.59,6130,,,4.5,4.59,,100.0,100.0,,4.54
2021,Jeep,Wrangler Sport,4.8,93,4.54,1962,,,4.79,4.54,,99.24,100.0,,4.67
2016,Chevrolet,Corvette Z06,4.8,256,4.61,1235,,,4.8,4.61,,100.0,100.0,,4.7
2012,Chevrolet,Tahoe LT,4.8,40,4.8,708,,,4.04,4.8,,24.36,100.0,,4.65
2018,BMW,X2 xDrive28i,4.7,378,4.53,5518,,,4.7,4.53,,100.0,100.0,,4.62
2018,Mercedes-Benz,GLC 300 Base 4MATIC,4.7,378,4.8,2064,,,4.7,4.8,,100.0,100.0,,4.75
2020,Volkswagen,Passat 2.0T SE,4.7,50,4.6,1334,,,4.2,4.6,,50.0,100.0,,4.47
2021,Kia,Sorento EX,4.8,52,4.6,4914,,,4.36,4.6,,55.64,100.0,,4.51
2021,Toyota,4Runner TRD Pro,4.9,42,4.7,387,,,4.19,4.7,,28.77,100.0,,4.59
2012,Toyota,Camry SE,4.5,873,4.88,5150,,,4.5,4.88,,100.0,100.0,,4.69
2021,Hyundai,Sonata SEL Plus,4.8,92,4.7,5260,,,4.79,4.7,,99.15,100.0,,4.75
2017,Jaguar,XE 35t First Edition,4.7,96,4.6,1062,,,4.69,4.6,,99.46,100.0,,4.65
2012,Chevrolet,Cruze LT w/1LT,4.1,261,4.2,17,,,4.1,3.34,,100.0,14.37,,4.0
2018,BMW,M3 Base,4.5,14,3.7,3,,,3.52,2.71,,1.66,0.73,,3.27
2021,Mercedes-Benz,AMG GLE 53 Base,3.6,96,4.39,5958,,,3.59,4.39,,99.46,100.0,,3.99
2020,Hyundai,Santa Fe SE 2.4,4.8,404,4.47,1284,,,4.8,4.47,,100.0,100.0,,4.63
2015,Subaru,Forester 2.5i Limited,4.5,252,4.8,637,,,4.5,4.8,,100.0,100.0,,4.65
2021,Audi,A4 40 Premium,5.0,16,4.8,4428,,,4.02,4.8,,2.08,100.0,,4.78
2015,Lexus,GS 350 Base,4.7,240,4.7,6191,,,4.7,4.7,,100.0,100.0,,4.7
2016,Honda,Accord Touring,4.7,858,4.79,2004,,,4.7,4.79,,100.0,100.0,,4.75
2019,Ford,Explorer Limited,4.8,330,4.49,4810,,,4.8,4.49,,100.0,100.0,,4.64
2020,Subaru,Outback Limited,4.7,1075,4.85,5031,,,4.7,4.85,,100.0,100.0,,4.78
2021,Jeep,Wrangler Unlimited Rubicon,4.9,322,4.55,1612,,,4.9,4.55,,100.0,100.0,,4.72
2019,Chevrolet,Camaro 1LT,4.8,68,4.6,1128,,,4.68,4.6,,88.49,100.0,,4.64
2021,Dodge,Durango GT,4.8,108,4.6,3152,,,4.8,4.6,,99.86,100.0,,4.7
2012,Mitsubishi,Eclipse GS Sport,4.5,21,4.3,52,,,3.54,4.3,,3.6,99.76,,4.27
2011,Hyundai,Sonata GLS,4.5,334,5.0,22,,,4.5,4.34,,100.0,33.86,,4.46
2021,Kia,K5 GT-Line,4.6,68,3.9,57,,,4.48,3.9,,88.49,99.92,,4.17
2015,MINI,Hardtop Cooper,4.8,74,4.67,5771,,,4.74,4.67,,93.82,100.0,,4.7
2019,Toyota,Highlander Limited,4.6,1089,4.6,3481,,,4.6,4.6,,100.0,100.0,,4.6
2019,Subaru,Ascent Touring 7-Passenger,4.5,534,4.88,5958,,,4.5,4.88,,100.0,100.0,,4.69
2019,Nissan,Rogue Sport SV,4.6,222,4.7,5083,,,4.6,4.7,,100.0,100.0,,4.65
2021,Jaguar,E-PACE P250 SE,4.9,1,4.6,531,,,3.9,4.6,,0.39,100.0,,4.6
2018,Audi,A5 2.0T Premium Plus,4.9,164,4.7,326,,,4.9,4.7,,100.0,100.0,,4.8
2020,Volkswagen,Tiguan 2.0T SEL Premium R-Line,4.7,177,4.77,2202,,,4.7,4.77,,100.0,100.0,,4.73
2015,Toyota,Corolla S Plus,4.6,241,4.5,2,,,4.6,3.51,,100.0,0.59,,4.59
2018,Mazda,CX-5 Touring,4.8,540,4.55,624,,,4.8,4.55,,100.0,100.0,,4.67
2022,BMW,X2 M35i,4.8,4,4.7,1430,,,3.81,4.7,,0.54,100.0,,4.7
2019,Nissan,Pathfinder Platinum,4.6,61,3.7,3,,,4.38,2.71,,77.67,0.73,,4.36
2021,Chevrolet,Suburban Z71,4.5,36,4.8,2529,,,3.67,4.8,,16.99,100.0,,4.64
2017,Porsche,Cayenne Platinum Edition,4.7,34,4.8,55,,,3.84,4.8,,14.02,99.88,,4.68
2019,Alfa,Romeo Giulia Ti,4.7,29,4.1,289,,,3.78,4.1,,8.47,100.0,,4.08
2019,Jeep,Renegade Latitude,4.5,66,4.9,68,,,4.36,4.9,,85.98,99.99,,4.65
2021,Mercedes-Benz,A-Class A 220,4.5,2,3.4,12,,,3.5,2.45,,0.43,5.21,,2.53
2019,Maserati,Ghibli Base,4.9,9,4.36,1623,,,3.91,4.36,,0.95,100.0,,4.36
2021,Jeep,Wrangler Unlimited Rubicon 392,4.9,46,4.7,7135,,,4.29,4.7,,38.86,100.0,,4.58
2017,Tesla,Model X 90D,4.7,27,4.5,1445,,,3.77,4.5,,6.87,100.0,,4.45
2019,Lincoln,Nautilus Reserve,4.7,1455,4.79,17879,,,4.7,4.79,,100.0,100.0,,4.75
2015,Mercedes-Benz,C-Class C 300,4.7,242,4.73,2299,,,4.7,4.73,,100.0,100.0,,4.71
2016,Land,Rover Range Rover 5.0L Supercharged,4.8,29,4.5,68,,,3.88,4.5,,8.47,99.99,,4.45
2021,Kia,Sportage LX,4.8,236,4.56,883,,,4.8,4.56,,100.0,100.0,,4.68
2019,Kia,Optima SX Turbo,4.8,298,4.0,430,,,4.8,4.0,,100.0,100.0,,4.4
2018,Chevrolet,Equinox Premier w/1LZ,4.7,1416,4.89,625,,,4.7,4.89,,100.0,100.0,,4.79
2017,Acura,TLX w/Technology Package,4.7,80,4.7,1366,,,4.67,4.7,,96.77,100.0,,4.68
2013,Kia,Optima EX,4.6,272,3.8,3,,,4.6,2.81,,100.0,0.73,,4.59
2017,Chevrolet,Silverado 1500 LS,4.7,312,4.8,1522,,,4.7,4.8,,100.0,100.0,,4.75
2019,Lincoln,Continental Select,4.6,39,4.8,8694,,,3.82,4.8,,22.33,100.0,,4.62
2017,Ford,Explorer sport,4.7,1092,4.79,2238,,,4.7,4.79,,100.0,100.0,,4.75
2013,Toyota,Sienna Limited,4.5,210,2.0,96,,,4.5,2.0,,100.0,100.0,,3.25
2016,Jeep,Grand Cherokee Limited,4.7,270,4.7,1186,,,4.7,4.7,,100.0,100.0,,4.7
2022,Kia,Sportage Nightfall,4.7,7,4.5,2581,,,3.71,4.5,,0.76,100.0,,4.49
2017,Toyota,Sienna SE,4.7,147,2.8,12,,,4.7,1.85,,100.0,5.21,,4.56
2012,Ford,F-150 XLT,4.6,244,4.3,134,,,4.6,4.3,,100.0,100.0,,4.45
2013,Honda,Odyssey Touring,4.6,74,4.7,216,,,4.54,4.7,,93.82,100.0,,4.62
2020,Hyundai,Tucson SE,4.7,342,4.8,4509,,,4.7,4.8,,100.0,100.0,,4.75
2014,Jeep,Patriot Limited,4.3,145,4.5,745,,,4.3,4.5,,100.0,100.0,,4.4
2021,Kia,Forte LXS,4.8,230,4.67,6119,,,4.8,4.67,,100.0,100.0,,4.73
2021,Mercedes-Benz,GLC 300 Base,4.7,80,4.72,5053,,,4.67,4.72,,96.77,100.0,,4.69
2018,Mercedes-Benz,GLA 250 Base,4.5,63,4.6,1544,,,4.31,4.6,,81.36,100.0,,4.47
2016,Acura,TLX V6 Tech,4.5,108,4.8,2830,,,4.5,4.8,,99.86,100.0,,4.65
2021,Honda,CR-V EX,4.9,763,4.67,6537,,,4.9,4.67,,100.0,100.0,,4.79
2018,Mazda,CX-5 Sport,4.8,270,4.6,124,,,4.8,4.6,,100.0,100.0,,4.7
2022,Chevrolet,Blazer RS,4.8,8,4.8,2946,,,3.81,4.8,,0.85,100.0,,4.79
2018,BMW,M6 Base,5.0,5,4.6,797,,,4.01,4.6,,0.61,100.0,,4.6
2020,GMC,Terrain SLT,4.7,316,4.2,87,,,4.7,4.2,,100.0,100.0,,4.45
2021,GMC,Sierra 1500 AT4,4.2,86,4.9,6730,,,4.18,4.9,,98.34,100.0,,4.54
2011,BMW,X3 xDrive28i,4.7,74,4.4,90,,,4.64,4.4,,93.82,100.0,,4.52
2013,BMW,X5 xDrive35i,4.6,160,3.96,416,,,4.6,3.96,,100.0,100.0,,4.28
