Year,Make,Model,Used/New,Price
2018,Tesla,Model S 100D,Used,69950
2014,BMW,X3 xDrive28i,Used,15894
2022,Toyota,Tacoma SR5,Used,39905
2019,Ford,Explorer XLT,Used,34189
2019,Jeep,Grand Cherokee Limited,Used,37999
2019,Subaru,Forester Premium,Subaru Certified,30873
2019,Land,Rover Range Rover 5.0L V8 Supercharged,Used,109900
2015,Mercedes-Benz,S-Class S 550,Used,46498
2018,Mercedes-Benz,C-Class C 300,Used,32555
2018,Chevrolet,Silverado 1500 1LT,Used,42255
2020,Ford,F-150 Platinum,Used,57595
2018,Ford,Explorer XLT,Used,31419
2020,Cadillac,Escalade Platinum,Used,77900
2019,Land,Rover Discovery HSE LUXURY,Used,56950
2017,Toyota,Highlander Limited,Used,30901
2019,Porsche,Cayenne Base,Used,63000
2013,Chevrolet,Corvette Grand Sport,Used,47000
2014,Buick,Enclave Premium,Used,19991
2020,Lexus,IS 350 Base,Used,42000
2020,Ford,Explorer ST,Used,49224
2021,Ford,Explorer Base,Used,35279
2019,Subaru,Ascent Touring 7-Passenger,Subaru Certified,42000
2011,Chevrolet,Impala LS Fleet,Used,7099
2019,Audi,Q7 55 Prestige,Used,55492
2022,Kia,Telluride SX,Used,56347
2019,RAM,1500 Laramie,Used,47827
2021,Ford,F-150 Limited,Used,83000
2019,Acura,RDX A-Spec,Used,36785
2021,Subaru,Forester Sport,Used,34998
2020,Hyundai,Palisade Limited,Used,40995
2016,Cadillac,Escalade Luxury,Used,49350
2021,Toyota,Highlander Platinum,Used,55998
2019,BMW,740 i xDrive,Used,53963
2015,Jeep,Grand Cherokee High Altitude,Used,31995
2020,BMW,740 i xDrive,Used,63970
2017,Ford,Explorer XLT,Used,23357
2019,Buick,Encore Preferred,Buick Certified,24977
2018,Toyota,RAV4 XLE,Used,28648
2014,RAM,1500 Longhorn,Used,30599
2020,Mercedes-Benz,GLE 350 Base 4MATIC,Used,53492
2020,INFINITI,QX60 Pure,Used,36995
2017,INFINITI,QX80 Base,Used,32995
2018,Toyota,RAV4 XLE,Used,27132
2019,GMC,Acadia SLE-2,Used,30000
2016,Mercedes-Benz,CLA-Class CLA 250,Used,23000
2017,Ford,Fusion SE,Used,19998
2018,Honda,Civic EX,Used,24471
2020,Mitsubishi,Outlander Sport SE,Used,21739
2019,Honda,CR-V EX-L,Used,30989
2020,Kia,Sorento LX,Used,24999
2021,RAM,1500 Laramie,Used,50998
2018,Lexus,LC 500 Base,Used,76490
2019,Cadillac,CTS 2.0L Turbo Luxury,Used,37920
2019,Chevrolet,Tahoe LS,Used,43725
2019,Acura,MDX 3.5L w/Technology Package,Acura Certified,38988
2019,RAM,1500 Classic Warlock,Used,33916
2017,Acura,TLX Technology Package,Used,24581
2015,Volvo,S60 T5 Premier Plus,Used,15771
2019,Honda,CR-V EX-L,Used,31588
2019,Mercedes-Benz,C-Class C 300 4MATIC,Used,39999
2021,Lexus,RX 350 Base,Used,46195
2018,Cadillac,XT5 Luxury,Used,33500
2021,INFINITI,QX50 Luxe,Used,42795
2014,Porsche,911 Carrera,Used,75422
2020,Nissan,Murano SL,Nissan Certified,36295
2019,Chevrolet,Silverado 1500 High Country,Used,46990
2020,Jeep,Grand Cherokee Limited,Used,37500
2021,Tesla,Model Y Long Range,Used,71995
2019,Honda,CR-V EX,Used,31330
2020,Hyundai,Elantra SE,Used,19868
2017,Mercedes-Benz,AMG G 63 Base,Mercedes-Benz Certified,115998
2019,Mercedes-Benz,A-Class A 220 4MATIC,Used,33945
2019,Honda,CR-V EX-L,Used,30106
2019,BMW,330 i,BMW Certified,43995
2019,Subaru,Crosstrek 2.0i Premium,Used,30987
2018,Toyota,RAV4 LE,Toyota Certified,26752
2019,Honda,CR-V EX-L,Used,28888
2017,Audi,Q7 3.0T Premium Plus,Used,29987
2021,Mercedes-Benz,GLB 250 Base 4MATIC,Used,48500
2010,Scion,tC,Used,6061
2019,INFINITI,QX60 Luxe,Used,32995
2021,Toyota,RAV4 LE,Toyota Certified,33288
2018,Hyundai,Kona Limited,Used,23995
2015,Toyota,4Runner Limited,Used,34707
2021,Acura,RDX A-Spec,Used,46497
2019,Mercedes-Benz,C-Class C 300 4MATIC,Used,35955
2020,Acura,MDX 3.5L w/Technology Package,Acura Certified,43990
2018,Mercedes-Benz,C-Class C 300,Used,42997
2017,Kia,Soul Base,Used,18504
2020,Ford,Edge SEL,Ford Certified,32818
2021,RAM,1500 Limited,Used,63250
2019,BMW,330 i xDrive,Used,36639
2015,Jeep,Grand Cherokee Limited,Used,28998
2021,Lexus,RX 350,Used,54995
2016,GMC,Yukon Denali,Used,47591
2020,Cadillac,Escalade Luxury,Used,67640
2019,Honda,Accord Sport,Used,25998
2020,Volkswagen,Atlas Cross Sport 2.0T S,Used,32198
2021,Subaru,Crosstrek Sport,Subaru Certified,33986
2021,Kia,Sorento LX,Used,30424
2018,Porsche,Macan GTS,Used,54983
2016,Chevrolet,Tahoe LT,Used,38850
2020,Jeep,Grand Cherokee Limited,Used,37677
2020,Honda,CR-V EX-L,Used,34599
2019,BMW,X3 xDrive30i,Used,41490
2019,Ford,Edge SEL,Used,30599
2009,Saturn,Outlook XR,Used,9086
2018,Dodge,Durango GT,Used,32452
2018,Mercedes-Benz,CLA 250 Base 4MATIC,Mercedes-Benz Certified,34000
2019,Jeep,Grand Cherokee Limited,Used,41377
2019,Toyota,RAV4 XLE,Toyota Certified,30999
2020,Jeep,Grand Cherokee Limited,Used,42000
2018,Cadillac,ATS 2.0L Turbo,Cadillac Certified,26778
2021,Audi,Q3 45 S line Premium,Used,39995
2020,Land,Rover Range Rover Velar S R-Dynamic,Used,60155
2021,Toyota,RAV4 LE,Used,34993
2020,Toyota,RAV4 LE,Used,34734
2015,Jeep,Grand Cherokee Limited,Used,17995
2019,Honda,CR-V EX,Used,28500
2019,Toyota,Highlander LE,Used,32990
2020,Honda,Pilot EX-L,Used,41178
2020,Dodge,Challenger SXT,Dodge Certified,30992
2019,Nissan,Murano SL,Used,35894
2017,GMC,Yukon XL Denali,Used,45897
2019,Honda,CR-V EX-L,Honda Certified,31495
2019,Lincoln,MKZ Reserve I,Used,30954
2018,Audi,Q3 2.0T Premium Plus,Used,35998
2019,RAM,1500 Laramie,Used,54998
2020,Ford,F-150 Lariat,Used,49995
2017,Chevrolet,Tahoe LT,Used,35295
2020,Chevrolet,Tahoe LT,Used,56880
2016,BMW,X5 xDrive35i,Used,27100
2019,Chevrolet,Tahoe LS,Used,43725
2019,Chevrolet,Tahoe LS,Used,43928
2018,GMC,Yukon Denali,Used,52922
2021,RAM,1500 Laramie,Used,54991
2021,Mazda,CX-5 Touring,Used,29292
2019,Cadillac,XT5 Luxury,Cadillac Certified,37504
2019,Mazda,CX-5 Sport,Used,27797
2017,Mercedes-Benz,GLE 350 Base 4MATIC,Used,34000
2018,Dodge,Durango GT,Used,32479
2022,Mercedes-Benz,GLB 250 Base 4MATIC,Used,47000
2020,Toyota,RAV4 LE,Used,32998
2019,Cadillac,XT5 Luxury,Used,40900
2019,BMW,330 i xDrive,BMW Certified,35898
2019,BMW,X5 xDrive40i,BMW Certified,56996
2019,Honda,CR-V EX-L,Used,32999
2019,Lexus,IS 300 Base,Used,36998
2021,Honda,Pilot Special Edition,Honda Certified,38647
2019,BMW,540 i,BMW Certified,43929
2021,Kia,Sportage S,Kia Certified,29298
2020,Toyota,Camry XSE,Toyota Certified,31823
2019,BMW,X3 sDrive30i,Used,33499
2021,Acura,RDX w/Technology Package,Used,44876
2019,Buick,Encore Preferred,Used,25299
2019,Buick,Encore Preferred,Used,24799
2020,Alfa,Romeo Giulia Ti,Used,37999
2020,BMW,X5 xDrive40i,Used,56000
2019,Lexus,RX 350 350,Used,47493
2016,Nissan,Altima 2.5 S,Used,16800
2020,Cadillac,XT4 Premium Luxury,Cadillac Certified,41234
2019,Acura,MDX 3.5L,Used,36995
2019,Cadillac,XT5 Luxury,Used,32995
2019,Lexus,LS 500 Base,Used,59569
2019,Lexus,RX 350L Premium,Used,42000
2019,Audi,Q7 55 Premium Plus,Used,51840
2016,Mercedes-Benz,GLE-Class GLE 350 4MATIC,Used,29985
2019,BMW,X1 xDrive28i,BMW Certified,35888
2018,Toyota,RAV4 LE,Used,25199
2014,BMW,X3 xDrive28i,Used,19498
2019,Honda,CR-V EX-L,Honda Certified,31850
2019,Nissan,Rogue SL,Used,29998
2019,Jeep,Cherokee Limited,Used,29490
2021,Honda,CR-V EX,Honda Certified,37499
2021,Lexus,RX 350,Used,51555
2018,Land,Rover Range Rover Velar P380 SE R-Dynamic,Used,53995
2018,Mercedes-Benz,C-Class C 300,Used,29750
2019,Land,Rover Range Rover Velar P340 SE R-Dynamic,Used,62985
2017,Audi,Q7 3.0T Premium Plus,Used,27587
2012,Acura,TL Technology,Used,16489
2018,Porsche,Macan,Used,55998
2019,Porsche,718 Boxster Base,Used,60998
2022,Honda,Civic Sport,Used,34988
2019,Honda,Civic LX,Honda Certified,25955
2019,BMW,M850 i xDrive,Used,74489
2019,RAM,1500 Laramie,Used,43855
2019,Ford,Fiesta SE,Used,16999
2018,Mercedes-Benz,GLE 350 Base 4MATIC,Used,42976
2019,BMW,X3 xDrive30i,Used,39998
2017,Buick,LaCrosse Premium,Used,30918
2015,Chevrolet,Equinox 1LT,Used,17997
2019,BMW,X5 xDrive40i,Used,54995
2014,Lexus,LS 460 Base,Used,38999
2021,RAM,1500 Big Horn,Used,38952
2019,Mercedes-Benz,AMG GLE 43 4MATIC Coupe,Mercedes-Benz Certified,65999
2019,Honda,Pilot EX-L,Used,36300
2021,Chevrolet,Tahoe Z71,Used,71993
2020,Nissan,Rogue SV,Used,25759
2014,Mercedes-Benz,E-Class E 350,Used,18553
2021,Volkswagen,Atlas 3.6L SE w/Technology,Used,42987
2019,Volvo,XC60 T6 Momentum,Used,40389
2019,Toyota,Camry XLE,Used,33900
2020,Lexus,GX 460 Base,Used,51591
2021,Audi,Q7 55 Premium,Used,65800
2019,Honda,Pilot EX-L,Honda Certified,35995
2019,GMC,Terrain Denali,GMC Certified,38976
2019,Jeep,Grand Cherokee Limited,Used,36799
2019,Cadillac,XT5 Luxury,Used,38500
2018,Ford,Explorer XLT,Used,29962
2018,Lincoln,Navigator L Select,Used,59962
2019,GMC,Acadia Denali,Used,43563
2019,Volkswagen,Atlas 3.6L S,Used,28590
2013,Lexus,GS 350 Base,Used,27495
2018,Toyota,RAV4 Hybrid XLE,Used,25900
2020,Jaguar,E-PACE SE,Used,41997
2019,Kia,Sportage LX,Used,23301
2018,Jeep,Grand Cherokee Limited,Used,34000
2020,Subaru,Outback Limited,Subaru Certified,35514
2021,Tesla,Model Y Long Range,Used,72860
2018,Ford,F-150 Lariat,Ford Certified,43998
2013,Lincoln,MKZ Base,Used,13697
2021,Chevrolet,Equinox 1LT,Used,31111
2017,Ford,Escape Titanium,Used,22377
2019,Honda,Pilot EX-L,Used,34196
2019,Cadillac,XT5 Luxury,Cadillac Certified,35000
2019,INFINITI,QX60 Luxe,Used,34991
2021,Cadillac,XT6 Premium Luxury AWD,Used,53000
2021,Honda,CR-V EX,Honda Certified,33980
2021,Cadillac,Escalade Sport,Used,108995
2019,Jeep,Cherokee Trailhawk,Jeep Certified,24951
2021,Kia,Telluride SX,Used,54997
2019,Lincoln,MKC Reserve,Used,34211
2020,Ford,Escape SEL,Used,28853
2019,Ford,Escape Titanium,Used,27520
2022,Hyundai,Tucson SEL,Used,32750
2020,Nissan,Armada SL,Used,42376
2015,INFINITI,QX60 Base,Used,23990
2021,Volkswagen,Atlas 3.6 V6 SE w/ Technology,Used,41990
2019,Cadillac,XT5 Luxury,Used,43970
2020,Hyundai,Tucson Sport,Used,30289
2017,Kia,Cadenza Technology,Used,23382
2020,Kia,Telluride S,Used,37519
2019,Honda,CR-V EX,Used,29739
2021,Mercedes-Benz,CLA 250 Base,Mercedes-Benz Certified,51500
2021,Tesla,Model Y Performance,Used,75528
2020,Mazda,CX-5 Sport,Used,27291
2017,Toyota,Camry SE,Used,19000
2020,Toyota,Tundra SR5,Used,46500
2020,Hyundai,Palisade Limited,Used,46455
2019,Lexus,RX 350 Base,Used,41495
2020,BMW,X5 sDrive40i,Used,52995
2020,Honda,Civic LX,Used,23218
2021,Audi,Q5 Premium,Used,43540
2018,Mercedes-Benz,GLE 350 Base,Used,35995
2020,Toyota,Tundra SR5,Used,42998
2019,Mercedes-Benz,E-Class E 300,Mercedes-Benz Certified,42495
2020,Lexus,GX 460 Base,Used,53950
2019,Honda,CR-V EX-L,Honda Certified,32813
2022,Genesis,GV70 3.5T Sport,Used,67324
2019,Honda,CR-V EX,Used,28900
2019,Acura,RDX Advance Package,Acura Certified,39890
2019,BMW,330 i xDrive,Used,35495
2018,Mercedes-Benz,AMG GLE 43 Coupe 4MATIC,Used,48995
2019,Hyundai,Santa Fe SE 2.4,Used,22495
2017,Volkswagen,Tiguan 2.0T Sport,Used,17990
2019,Nissan,Rogue SL,Nissan Certified,27999
2020,Honda,Civic LX,Honda Certified,24798
2019,BMW,330 i xDrive,BMW Certified,38998
2019,Mercedes-Benz,CLA 250 Base,Mercedes-Benz Certified,29596
2019,Audi,A8 L 55,Used,56500
2020,Mercedes-Benz,E-Class E 350,Mercedes-Benz Certified,43980
2014,BMW,528 i,Used,16829
2021,Jeep,Grand Cherokee Limited,Used,51322
2020,Land,Rover Range Rover Evoque S,Used,43597
2020,Mercedes-Benz,C-Class C 300,Used,32999
2019,Lexus,RX 350 350,Used,48988
2020,Tesla,Model 3 Long Range,Used,61497
2018,INFINITI,QX80 Base,Used,33912
2020,Honda,CR-V EX-L,Used,33455
2021,Chevrolet,Trailblazer LT,Used,29905
2019,Tesla,Model 3 Standard Range Plus,Used,45992
2020,Volkswagen,Tiguan 2.0T SE,Used,27977
2017,Kia,Sportage LX,Used,19583
2020,Ford,Edge Sport,Ford Certified,42989
2003,Acura,TL 3.2,Used,11990
2021,Tesla,Model Y Long Range,Used,74698
2019,Cadillac,XT5 Luxury,Cadillac Certified,42000
2019,Honda,CR-V EX,Used,30474
2020,Ford,F-150 Lariat,Used,52000
2019,Mercedes-Benz,CLA 250 Base 4MATIC,Used,30526
2014,Mazda,Mazda6 i Grand Touring,Used,17983
2019,Chevrolet,Tahoe Premier,Used,54911
2020,Kia,Sportage LX,Used,23979
2019,Chevrolet,Trax LT,Used,20000
2017,Porsche,Macan S,Used,44000
2019,Buick,Encore Preferred,Used,23533
2019,Toyota,Highlander Limited,Used,39408
2018,Lexus,GX 460 Base,Used,41899
2019,Lexus,GX 460 Base,Used,54949
2016,Acura,RDX,Used,25998
2021,Buick,Envision Essence,Used,36304
2021,Chevrolet,Tahoe LT,Used,67800
2021,GMC,Yukon Denali,Used,83970
2020,Dodge,Durango GT,Used,40800
2017,Toyota,Camry SE,Used,23998
2020,Hyundai,Santa Fe SEL 2.4,Used,28779
2018,Lexus,RX 350 F Sport,Used,43997
2018,Toyota,RAV4 XLE,Used,27980
2020,Acura,MDX 3.5L Technology & A-Spec Pkgs,Acura Certified,46890
2018,Ford,Escape Titanium,Used,30407
2018,Ford,Escape Titanium,Used,27336
2020,Ford,Fusion Titanium,Used,29995
2020,Chevrolet,Trax LT,Used,24500
2019,Cadillac,XT5 Luxury,Used,37311
2018,GMC,Acadia Denali,Used,36200
2019,Hyundai,Tucson Value,Used,24852
2019,Honda,Pilot EX-L w/Navigation/RES,Honda Certified,34998
2019,Chevrolet,Tahoe LT,Used,41900
2019,Cadillac,CT6 3.6L Premium Luxury,Cadillac Certified,45000
2019,Jeep,Grand Cherokee Limited,Used,34300
2019,Jeep,Grand Cherokee Limited,Jeep Certified,34999
2021,Chevrolet,Traverse LT Leather,Used,47350
2019,Chevrolet,Cruze LT,Used,18700
2019,BMW,X3 xDrive30i,Used,39998
2021,Honda,Pilot EX-L,Honda Certified,38563
2019,Kia,Sportage LX,Kia Certified,24533
2020,Hyundai,Elantra SEL,Used,21095
2019,Honda,Pilot EX-L,Used,32623
2014,Land,Rover Range Rover Evoque Pure Plus,Used,17350
2014,Nissan,Juke SV,Used,13499
2022,Kia,Sportage LX,Used,26000
2020,Nissan,Rogue Sport S,Used,25713
2021,Mercedes-Benz,GLA 250 Base,Mercedes-Benz Certified,49007
2021,Jeep,Grand Cherokee Limited,Jeep Certified,46296
2021,Volvo,S60 T6 Inscription,Used,44000
2016,Ford,Explorer Limited,Used,24599
2019,Honda,Pilot Touring 8-Passenger,Used,40999
2019,Jeep,Grand Cherokee Limited,Used,34500
2019,Jeep,Grand Cherokee Limited,Used,38955
2021,Toyota,Highlander LE,Used,39250
2016,BMW,X5 xDrive35i,Used,28000
2019,Lexus,GX 460 Base,Used,51990
2021,BMW,X3 M40i,Used,59597
2020,Kia,Sportage LX,Kia Certified,26442
2020,Mazda,CX-5 Touring,Used,24595
2021,Toyota,Camry XSE,Used,39998
2022,Chevrolet,Tahoe LT,Used,62990
2021,Chevrolet,Tahoe LT,Used,58490
2021,Lexus,RX 350 Base,Used,48981
2019,Acura,MDX 3.5L,Used,35599
2019,Lexus,GX 460 Base,Used,49993
2020,Kia,Sportage LX,Used,25199
2019,Honda,CR-V EX,Used,31980
2021,Audi,Q3 45 S line Premium,Used,38988
2019,Subaru,Forester Premium,Used,28900
2019,Honda,CR-V EX-L,Used,35998
2021,Audi,Q3 45 S line Premium,Used,42495
2017,Toyota,RAV4 LE,Used,22963
2020,Nissan,Rogue SV,Used,24861
2019,Buick,Encore Preferred,Used,25447
2019,Toyota,4Runner SR5,Used,35990
2019,Subaru,Crosstrek 2.0i Premium,Used,27698
2020,Mercedes-Benz,GLE 350 Base 4MATIC,Used,54988
2019,Mercedes-Benz,E-Class E 450,Used,46999
2021,Tesla,Model 3 Performance,Used,67450
2019,BMW,330 i,BMW Certified,34999
2018,Chevrolet,Trax LT,Used,19500
2020,Toyota,RAV4 XLE,Toyota Certified,35952
2020,Ford,Explorer Limited,Used,39595
2018,Ford,Escape Titanium,Used,27995
2019,Subaru,Forester Limited,Subaru Certified,34991
2021,Jeep,Grand Cherokee Limited,Used,48258
2017,Toyota,Highlander Limited,Used,30993
2020,Chevrolet,Equinox Premier w/1LZ,Used,29494
2019,Hyundai,Santa Fe Ultimate 2.0T,Used,28985
2021,Tesla,Model 3 Performance,Used,68500
2020,RAM,1500 Laramie,Used,51500
2019,Kia,Sorento EX,Used,29500
2017,GMC,Yukon SLT,Used,39999
2019,BMW,X5 xDrive50i,BMW Certified,66934
2021,Lexus,GX 460 Base,Used,55997
2017,Chevrolet,Tahoe LT,Used,45998
2019,Audi,Q5 2.0T Premium Plus,Used,42997
2020,Toyota,Tundra SR5,Used,47927
2019,BMW,X3 xDrive30i,Used,39980
2019,Honda,HR-V EX,Used,26995
2019,Nissan,Rogue Sport SV,Nissan Certified,29945
2020,Honda,Ridgeline RTL-E,Honda Certified,40000
2020,Jeep,Grand Cherokee Summit,Used,46888
2018,Jeep,Grand Cherokee Limited,Used,33923
2019,BMW,X5 xDrive40i,Used,60989
2020,Lincoln,Aviator Reserve AWD,Used,60483
2020,Acura,TLX A-Spec,Acura Certified,41890
2021,Honda,HR-V EX,Honda Certified,27594
2019,Cadillac,XT5 Luxury,Used,36995
2019,Cadillac,XT5 Luxury,Cadillac Certified,38136
2018,Cadillac,XT5 Luxury,Cadillac Certified,33995
2007,Jeep,Wrangler X,Used,13900
2019,Honda,Pilot EX-L,Honda Certified,35900
2022,Chevrolet,Blazer RS,Used,47651
2021,Toyota,RAV4 LE,Used,33194
2020,BMW,X7 xDrive40i,Used,62490
2019,INFINITI,QX50 ESSENTIAL,Used,37313
2021,Toyota,Highlander XLE,Used,45790
2019,Honda,CR-V EX,Honda Certified,29386
2020,Buick,Envision Essence,Buick Certified,28895
2018,GMC,Sierra 1500 SLT,Used,40967
2020,Toyota,Camry SE,Used,29138
2019,Buick,Encore Preferred,Used,22500
2020,Honda,Pilot EX-L,Used,39313
2019,Subaru,Crosstrek 2.0i Premium,Subaru Certified,26500
2020,Cadillac,XT5 Sport,Used,48991
2021,Mercedes-Benz,GLE 350 4MATIC,Mercedes-Benz Certified,64880
2016,Kia,Sorento EX,Used,18994
2019,Jeep,Cherokee Limited,Used,25523
2020,Lexus,RX 350 Base,Used,41711
2019,Kia,Sorento LX,Used,23989
2020,Ford,Fusion SEL,Used,22498
2020,Ford,Fusion SEL,Used,21498
2021,Toyota,Corolla LE,Used,19981
2021,Toyota,Tacoma SR5,Used,35977
2019,BMW,X3 xDrive30i,Used,42684
2020,Toyota,RAV4 LE,Used,31998
2019,Alfa,Romeo Giulia Base,Used,32995
2019,Lexus,RX 350 350,Used,40990
2017,Mercedes-Benz,C-Class C 300 4MATIC,Used,27888
2021,Jeep,Grand Cherokee Laredo E,Used,38500
2019,Audi,Q5 2.0T Premium Plus,Used,44498
2019,BMW,X5 xDrive40i,Used,61999
2019,Audi,A6 55 Premium Plus,Used,50000
2017,Mercedes-Benz,GLE 350 Base 4MATIC,Used,35499
2020,BMW,X5 sDrive40i,Used,58995
2019,Cadillac,XT4 Sport,Cadillac Certified,39299
2018,Toyota,RAV4 XLE,Toyota Certified,24595
2019,Toyota,C-HR XLE,Used,24750
2021,Chevrolet,Tahoe LT,Used,65995
2019,Audi,Q5 2.0T Premium Plus,Used,39871
2020,Land,Rover Defender 110 HSE,Used,89982
2015,Volkswagen,Jetta 1.8T SE,Used,13895
2020,Audi,Q7 55 quattro Premium Plus,Used,48995
2021,Honda,Pilot Special Edition,Used,41899
2013,BMW,535 i,Used,17999
2019,Nissan,Altima 2.5 SL,Used,24890
2019,Acura,MDX 3.5L w/Advance Package,Used,37988
2019,BMW,M850 i xDrive,Used,86888
2021,Subaru,Ascent Limited 7-Passenger,Used,41019
2019,BMW,330 i xDrive,Used,36450
2020,Kia,Sportage S,Kia Certified,28480
2020,Ford,F-150 Lariat,Used,46985
2018,BMW,X5 xDrive35i,Used,39750
2018,Audi,Q5 2.0T Tech Premium,Used,36998
2019,Jeep,Grand Cherokee Limited,Used,33692
2019,BMW,740 i,Used,44499
2020,Nissan,Pathfinder SL,Used,30588
2016,Ford,Edge Titanium,Ford Certified,20395
2018,Toyota,C-HR XLE Premium,Toyota Certified,24995
2021,Acura,RDX A-Spec,Used,50998
2018,BMW,330 i xDrive,BMW Certified,31998
2016,Honda,Pilot Touring,Honda Certified,30300
2020,Tesla,Model Y Long Range,Used,69333
2019,Subaru,Forester Touring,Used,35995
2019,Audi,Q5 Premium Plus,Used,42489
2019,Lexus,GX 460 Base,Used,55998
2018,Land,Rover Range Rover HSE,Used,72952
2020,GMC,Yukon SLT,Used,46477
2018,Jeep,Grand Cherokee Limited,Used,34039
2021,Toyota,Corolla LE,Toyota Certified,26891
2019,Volvo,XC60 T6 Momentum,Used,44968
2015,Jeep,Wrangler Unlimited Rubicon,Used,34985
2019,Audi,Q5 2.0T Premium,Used,35700
2019,Toyota,RAV4 Limited,Used,37525
2019,Ford,F-150 Lariat,Used,44994
2021,Porsche,Macan Base,Used,62998
2019,INFINITI,QX60 Luxe,Used,33595
2019,Ford,F-150 XLT,Used,28995
2021,Chevrolet,Suburban Z71,Used,76905
2020,Kia,Sorento LX,Used,25872
2017,Mercedes-Benz,E-Class E 300,Used,29991
2020,Chevrolet,Traverse Premier,Used,42999
2019,GMC,Acadia Denali,Used,42991
2021,Toyota,Camry XSE,Used,39979
2021,Toyota,Tundra SR5,Used,52687
2018,Ford,F-150 Lariat,Used,34778
2019,Mercedes-Benz,A-Class A 220 4MATIC,Used,41893
2014,Audi,S4 3.0T Premium Plus,Used,24667
2020,BMW,X7 xDrive40i,Used,69895
2016,Jeep,Grand Cherokee Summit,Used,29785
2019,Jeep,Grand Cherokee Limited,Used,33491
2018,Ferrari,GTC4Lusso V12,Ferrari Certified,244900
2019,Toyota,RAV4 XLE,Toyota Certified,32847
2012,Toyota,Camry SE,Used,20991
2010,Mercedes-Benz,GLK-Class GLK 350 4MATIC,Used,13985
2021,Mazda,CX-5 Grand Touring,Used,28770
2018,Ford,Escape SE,Used,24999
2017,INFINITI,QX80 Limited,Used,39330
2020,Hyundai,Santa Fe SEL 2.4,Used,29739
2021,Toyota,RAV4 XLE,Used,36998
2018,Chevrolet,Suburban LT,Used,40998
2020,Nissan,Murano SV,Nissan Certified,30517
2018,Ford,EcoSport SE,Used,21332
2021,Ford,F-150 XLT,Used,55995
2019,Lexus,GX 460 Base,Used,48973
2019,Jeep,Grand Cherokee Limited,Used,32992
2017,Jeep,Grand Cherokee Limited,Used,29794
2019,RAM,1500 Laramie,Used,51995
2019,Mercedes-Benz,GLC 300 Base 4MATIC,Mercedes-Benz Certified,37505
2019,Lincoln,Navigator Reserve,Used,64999
2018,Hyundai,Tucson Value,Used,24289
2018,Hyundai,Santa Fe Sport 2.4L,Used,21000
2018,Subaru,Forester 2.5i Touring,Used,26687
2019,Mazda,CX-5 Grand Touring,Used,27339
2019,Ford,Edge Titanium,Used,30519
2020,Toyota,Tacoma,Used,37878
2017,Ford,Explorer sport,Used,28000
2021,Mercedes-Benz,GLE 350 Base 4MATIC,Used,62899
2021,Toyota,RAV4 LE,Toyota Certified,29562
2019,Mercedes-Benz,GLC 300 Base 4MATIC,Used,35838
2019,Cadillac,XT5 Luxury,Used,35598
2004,Hyundai,Elantra GLS,Used,3099
2019,Ford,Escape Titanium,Used,26937
2018,GMC,Yukon SLT,Used,39900
2020,Ford,Escape SEL,Ford Certified,27780
2019,Subaru,Crosstrek 2.0i Limited,Used,29366
2018,Mercedes-Benz,E-Class E 300,Used,33888
2018,INFINITI,QX60 Base,Used,30797
2020,Land,Rover Range Rover P525 HSE LWB,Used,120940
2019,Acura,MDX 3.5L,Used,42998
2019,Toyota,Highlander XLE,Used,35615
2020,Acura,TLX V6,Used,32863
2020,Hyundai,Kona SE,Used,18991
2021,Mercedes-Benz,GLC 300 Base 4MATIC,Used,49293
2020,BMW,X5 xDrive40i,Used,60998
2020,Honda,Civic LX,Used,25975
2020,Mercedes-Benz,GLE 350 Base 4MATIC,Used,51953
2019,Volvo,XC90 T6 R-Design,Used,46981
2020,Mercedes-Benz,GLE 350 Base 4MATIC,Used,69997
2019,Mercedes-Benz,GLA 250 Base 4MATIC,Used,25995
2020,Audi,Q7 55 quattro Premium Plus,Used,56905
2014,Ford,Fusion Titanium,Used,15900
2020,Nissan,Rogue Sport S,Nissan Certified,28954
2018,BMW,X5 xDrive35i,Used,38998
2019,BMW,540 i xDrive,BMW Certified,44563
2018,Ford,Explorer XLT,Used,33900
2019,Ford,Edge SEL,Used,31888
2020,Mercedes-Benz,GLE 350 Base 4MATIC,Used,56500
2019,Ford,Edge SEL,Used,26999
2020,Jaguar,E-PACE SE,Used,47907
2019,BMW,430 Gran Coupe i,Used,32998
2020,Land,Rover Range Rover HSE,Used,88995
2020,Kia,Sorento LX,Used,27431
2019,Mercedes-Benz,C-Class C 300,Used,46992
2019,Acura,TLX V6 w/Technology Package,Used,34952
2021,Toyota,Corolla LE,Toyota Certified,28383
2013,BMW,X5 xDrive35i,Used,18950
2019,BMW,X5 xDrive40i,Used,53995
2018,Mercedes-Benz,AMG GLE 43 Coupe 4MATIC,Used,66440
2020,Jeep,Wrangler Unlimited Sahara,Used,44987
2017,Dodge,Journey Crossroad,Used,16204
2018,GMC,Acadia SLT-1,Used,27995
2020,Subaru,Ascent Touring 7-Passenger,Used,46588
2019,Audi,Q5 2.0T Premium Plus,Used,46995
2016,Subaru,Crosstrek 2.0i Premium,Used,21900
2021,Acura,RDX A-Spec,Acura Certified,46998
2020,Chevrolet,Trax LS,Used,23025
2020,Buick,Encore Preferred,Buick Certified,23900
2021,Kia,Forte LXS,Used,22398
2019,Audi,Q5 2.0T Premium,Used,34991
